IdVenta,FechaVenta,CantidadVenta,MontoVenta,Descuento,MontoFinalVenta,fk_producto,fk_cliente,fk_sucursal
903,04/12/2022,30.76,26.76,17.77,22.0,35,964,50
904,03/12/2022,69.81,67.07,19.87,53.74,12,662,55
905,22/12/2022,82.45,52.73,77.59,11.82,24,460,66
906,24/11/2022,98.06,60.77,20.8,48.13,5,349,80
907,09/01/2023,76.31,52.61,99.38,0.33,34,724,41
908,08/11/2022,30.17,17.19,53.16,8.05,56,766,84
909,12/11/2022,49.01,11.91,1.39,11.74,43,428,8
910,02/11/2022,99.21,76.59,4.48,73.16,2,565,99
911,23/11/2022,72.44,13.46,63.64,4.89,18,290,75
912,14/01/2023,36.74,53.74,79.46,11.04,69,97,65
913,01/01/2023,13.93,8.04,79.19,1.67,98,149,53
914,12/12/2022,71.73,20.37,65.75,6.98,77,755,51
915,01/01/2023,92.12,42.4,96.41,1.52,71,144,5
916,03/12/2022,59.01,18.6,37.52,11.62,100,537,64
917,23/11/2022,4.83,64.21,15.15,54.48,98,801,1
918,12/12/2022,70.98,41.86,62.87,15.54,91,406,22
919,23/12/2022,17.98,6.92,18.09,5.67,103,414,20
920,19/11/2022,23.53,55.91,93.27,3.76,35,994,12
921,11/12/2022,33.15,61.94,41.43,36.28,33,805,33
922,14/11/2022,46.46,93.33,19.62,75.02,37,934,62
923,08/12/2022,19.69,16.02,6.8,14.93,24,280,90
924,04/11/2022,97.2,27.35,2.35,26.71,43,947,89
925,14/11/2022,82.27,98.37,24.14,74.62,64,267,62
926,27/12/2022,33.5,69.08,28.78,49.2,45,151,56
927,15/11/2022,11.55,31.72,17.27,26.24,88,824,55
928,13/12/2022,65.93,52.05,42.56,29.9,100,734,50
929,29/12/2022,44.79,93.71,82.93,16.0,33,788,97
930,28/11/2022,73.41,66.38,62.68,24.77,20,540,32
931,06/11/2022,12.86,24.15,41.31,14.17,83,66,62
932,14/01/2023,5.71,51.92,65.23,18.05,103,211,87
933,28/10/2022,55.01,22.16,62.73,8.26,72,946,12
934,19/12/2022,69.5,47.35,39.7,28.55,2,694,90
935,17/11/2022,76.8,62.38,5.05,59.23,6,82,64
936,25/11/2022,60.31,43.89,16.89,36.48,1,508,13
937,07/12/2022,8.52,7.73,25.82,5.73,100,940,52
938,29/11/2022,11.22,8.35,51.01,4.09,37,484,4
939,10/01/2023,76.9,79.15,87.87,9.6,3,700,58
940,13/12/2022,62.59,40.63,60.47,16.06,44,401,93
941,01/12/2022,44.73,94.04,58.6,38.93,72,537,13
942,29/10/2022,8.16,8.32,4.49,7.95,103,128,14
943,09/11/2022,86.8,93.1,4.41,88.99,78,439,103
944,30/11/2022,82.56,20.08,47.79,10.48,75,801,70
945,31/12/2022,59.85,0.41,81.87,0.07,24,591,72
946,20/11/2022,61.44,2.74,49.28,1.39,83,352,5
947,31/10/2022,23.68,49.62,13.44,42.95,41,883,73
948,25/10/2022,76.09,23.55,83.88,3.8,57,771,65
949,01/01/2023,70.19,80.52,75.84,19.45,90,335,63
950,01/11/2022,54.16,91.71,93.09,6.34,64,719,14
951,30/11/2022,46.52,79.94,2.15,78.22,93,839,72
952,04/12/2022,89.52,85.23,20.91,67.41,51,644,47
953,10/12/2022,74.06,44.82,99.5,0.22,101,539,53
954,11/01/2023,19.96,74.11,29.59,52.18,59,736,26
955,05/11/2022,65.55,6.37,41.4,3.73,60,303,10
956,29/12/2022,22.2,88.76,27.74,64.14,45,555,28
957,26/10/2022,67.94,34.77,13.6,30.04,50,572,13
958,07/11/2022,78.97,10.22,6.37,9.57,18,380,19
959,06/12/2022,75.88,67.58,90.59,6.36,65,346,62
960,04/12/2022,25.24,49.89,24.5,37.67,38,886,78
961,13/12/2022,34.7,52.52,8.59,48.01,26,358,45
962,07/11/2022,46.54,10.08,80.68,1.95,86,796,74
963,01/01/2023,15.34,67.78,71.21,19.51,66,211,97
964,30/10/2022,45.32,56.37,88.11,6.7,94,648,77
965,05/11/2022,5.7,1.06,49.41,0.54,3,385,45
966,09/01/2023,33.74,95.25,22.48,73.84,35,521,11
967,09/12/2022,60.37,17.56,46.25,9.44,3,789,44
968,23/11/2022,95.44,53.98,25.53,40.2,77,81,54
969,17/12/2022,90.87,93.4,65.95,31.8,86,628,65
970,09/01/2023,50.35,47.78,6.27,44.78,86,993,89
971,16/01/2023,58.63,64.98,31.54,44.49,62,307,26
972,14/12/2022,73.81,15.59,14.28,13.36,43,169,48
973,11/11/2022,43.84,38.56,1.15,38.12,37,901,35
974,13/11/2022,73.09,36.26,13.19,31.48,3,419,84
975,06/12/2022,66.28,7.53,48.67,3.87,12,667,59
976,26/11/2022,22.84,92.74,2.38,90.53,40,448,3
977,15/01/2023,97.38,72.15,54.52,32.81,14,558,21
978,29/11/2022,7.89,1.82,53.24,0.85,6,831,42
979,29/11/2022,87.1,65.3,11.9,57.53,91,757,60
980,25/10/2022,46.15,40.94,20.26,32.65,88,283,30
981,29/11/2022,76.67,2.46,22.83,1.9,70,979,98
982,10/01/2023,43.1,99.97,20.95,79.03,27,815,91
983,26/10/2022,68.24,61.7,22.94,47.55,23,231,69
984,17/11/2022,46.5,65.25,26.36,48.05,100,781,18
985,14/11/2022,90.28,94.39,16.32,78.99,93,844,37
986,03/11/2022,96.07,25.12,55.9,11.08,43,699,57
987,21/11/2022,40.36,96.77,29.5,68.22,22,689,35
988,11/12/2022,25.91,17.31,39.74,10.43,32,232,101
989,07/01/2023,96.88,63.8,26.31,47.01,69,947,87
990,17/11/2022,70.58,86.66,70.42,25.63,19,340,50
991,30/10/2022,22.98,47.07,21.54,36.93,61,658,29
992,04/12/2022,69.47,67.12,34.84,43.74,64,551,58
993,15/12/2022,52.42,5.89,25.16,4.41,96,902,19
994,28/10/2022,45.02,91.63,36.47,58.21,20,900,102
995,16/12/2022,99.93,66.54,18.61,54.16,33,702,98
996,27/10/2022,56.65,92.77,33.34,61.84,65,846,24
997,11/12/2022,22.53,52.71,26.88,38.54,60,489,100
998,13/01/2023,91.24,46.73,15.26,39.6,73,61,95
999,18/11/2022,22.69,14.25,87.67,1.76,99,673,11
1000,15/11/2022,26.85,11.57,64.97,4.05,25,268,86
1001,21/11/2022,9.05,80.91,32.43,54.67,94,250,7
1002,21/12/2022,53.13,17.19,49.37,8.7,61,68,85
1003,23/12/2022,27.85,4.73,37.74,2.94,89,319,52
